qid,topic,difficulty,model,method,answer_type,original_tokens,used_tokens,cosine_similarity
Binary_Search_Tree-e-011,binary_search_tree,SciBERT,truncation,short_answer,8,8,0.8748,
Binary_Search_Tree-e-011,binary_search_tree,SciBERT,truncation,long_answer,167,167,0.908,
Binary_Search_Tree-e-012,binary_search_tree,SciBERT,truncation,short_answer,8,8,0.7991,
Binary_Search_Tree-e-012,binary_search_tree,SciBERT,truncation,long_answer,158,158,0.9336,
Binary_Search_Tree-e-013,binary_search_tree,SciBERT,truncation,short_answer,16,16,0.862,
Binary_Search_Tree-e-013,binary_search_tree,SciBERT,truncation,long_answer,313,313,0.8417,
Binary_Search_Tree-e-014,binary_search_tree,SciBERT,truncation,short_answer,12,12,0.9201,
Binary_Search_Tree-e-014,binary_search_tree,SciBERT,truncation,long_answer,239,239,0.899,
Binary_Search_Tree-e-015,binary_search_tree,SciBERT,truncation,short_answer,13,13,0.8923,
Binary_Search_Tree-e-015,binary_search_tree,SciBERT,truncation,long_answer,231,231,0.9027,
Binary_Search_Tree-e-016,binary_search_tree,SciBERT,truncation,short_answer,13,13,0.9026,
Binary_Search_Tree-e-016,binary_search_tree,SciBERT,truncation,long_answer,205,205,0.9204,
Binary_Search_Tree-e-017,binary_search_tree,SciBERT,truncation,short_answer,12,12,0.8937,
Binary_Search_Tree-e-017,binary_search_tree,SciBERT,truncation,long_answer,261,261,0.8903,
Binary_Search_Tree-e-018,binary_search_tree,SciBERT,truncation,short_answer,13,13,0.9321,
Binary_Search_Tree-e-018,binary_search_tree,SciBERT,truncation,long_answer,222,222,0.9058,
Binary_Search_Tree-e-019,binary_search_tree,SciBERT,truncation,short_answer,10,10,0.8838,
Binary_Search_Tree-e-019,binary_search_tree,SciBERT,truncation,long_answer,201,201,0.8914,
Binary_Search_Tree-e-020,binary_search_tree,SciBERT,truncation,short_answer,12,12,0.8533,
Binary_Search_Tree-e-020,binary_search_tree,SciBERT,truncation,long_answer,204,204,0.9077,
Dynamic_Programming-e-001,dynamic_programming,SciBERT,truncation,short_answer,10,10,0.9063,
Dynamic_Programming-e-001,dynamic_programming,SciBERT,truncation,long_answer,217,217,0.9068,
Dynamic_Programming-e-002,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8659,
Dynamic_Programming-e-002,dynamic_programming,SciBERT,truncation,long_answer,187,187,0.8961,
Dynamic_Programming-e-003,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8784,
Dynamic_Programming-e-003,dynamic_programming,SciBERT,truncation,long_answer,177,177,0.9058,
Dynamic_Programming-e-004,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.9049,
Dynamic_Programming-e-004,dynamic_programming,SciBERT,truncation,long_answer,158,158,0.9207,
Dynamic_Programming-e-009,dynamic_programming,SciBERT,truncation,short_answer,8,8,0.8912,
Dynamic_Programming-e-009,dynamic_programming,SciBERT,truncation,long_answer,179,179,0.9052,
Dynamic_Programming-e-010,dynamic_programming,SciBERT,truncation,short_answer,8,8,0.8316,
Dynamic_Programming-e-010,dynamic_programming,SciBERT,truncation,long_answer,137,137,0.907,
Dynamic_Programming-e-011,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.8993,
Dynamic_Programming-e-011,dynamic_programming,SciBERT,truncation,long_answer,146,146,0.9328,
Dynamic_Programming-e-012,dynamic_programming,SciBERT,truncation,short_answer,7,7,0.8683,
Dynamic_Programming-e-012,dynamic_programming,SciBERT,truncation,long_answer,122,122,0.9243,
Dynamic_Programming-e-013,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.795,
Dynamic_Programming-e-013,dynamic_programming,SciBERT,truncation,long_answer,181,181,0.9149,
Dynamic_Programming-e-014,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8613,
Dynamic_Programming-e-014,dynamic_programming,SciBERT,truncation,long_answer,147,147,0.9048,
Dynamic_Programming-e-015,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8893,
Dynamic_Programming-e-015,dynamic_programming,SciBERT,truncation,long_answer,136,136,0.906,
Dynamic_Programming-e-016,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.9076,
Dynamic_Programming-e-016,dynamic_programming,SciBERT,truncation,long_answer,131,131,0.906,
Dynamic_Programming-e-017,dynamic_programming,SciBERT,truncation,short_answer,13,13,0.9152,
Dynamic_Programming-e-017,dynamic_programming,SciBERT,truncation,long_answer,192,192,0.8863,
Dynamic_Programming-e-018,dynamic_programming,SciBERT,truncation,short_answer,10,10,0.8517,
Dynamic_Programming-e-018,dynamic_programming,SciBERT,truncation,long_answer,175,175,0.9325,
Dynamic_Programming-e-019,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.8192,
Dynamic_Programming-e-019,dynamic_programming,SciBERT,truncation,long_answer,141,141,0.866,
Dynamic_Programming-e-020,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8727,
Dynamic_Programming-e-020,dynamic_programming,SciBERT,truncation,long_answer,160,160,0.897,
Dynamic_Programming-e-001,dynamic_programming,SciBERT,truncation,short_answer,10,10,0.9063,
Dynamic_Programming-e-001,dynamic_programming,SciBERT,truncation,long_answer,217,217,0.9068,
Dynamic_Programming-e-002,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8659,
Dynamic_Programming-e-002,dynamic_programming,SciBERT,truncation,long_answer,187,187,0.8961,
Dynamic_Programming-e-003,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8784,
Dynamic_Programming-e-003,dynamic_programming,SciBERT,truncation,long_answer,177,177,0.9058,
Dynamic_Programming-e-004,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.9049,
Dynamic_Programming-e-004,dynamic_programming,SciBERT,truncation,long_answer,158,158,0.9207,
Dynamic_Programming-e-009,dynamic_programming,SciBERT,truncation,short_answer,8,8,0.8912,
Dynamic_Programming-e-009,dynamic_programming,SciBERT,truncation,long_answer,179,179,0.9052,
Dynamic_Programming-e-010,dynamic_programming,SciBERT,truncation,short_answer,8,8,0.8316,
Dynamic_Programming-e-010,dynamic_programming,SciBERT,truncation,long_answer,137,137,0.907,
Dynamic_Programming-e-011,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.8993,
Dynamic_Programming-e-011,dynamic_programming,SciBERT,truncation,long_answer,146,146,0.9328,
Dynamic_Programming-e-012,dynamic_programming,SciBERT,truncation,short_answer,7,7,0.8683,
Dynamic_Programming-e-012,dynamic_programming,SciBERT,truncation,long_answer,122,122,0.9243,
Dynamic_Programming-e-013,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.795,
Dynamic_Programming-e-013,dynamic_programming,SciBERT,truncation,long_answer,181,181,0.9149,
Dynamic_Programming-e-014,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8613,
Dynamic_Programming-e-014,dynamic_programming,SciBERT,truncation,long_answer,147,147,0.9048,
Dynamic_Programming-e-015,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8893,
Dynamic_Programming-e-015,dynamic_programming,SciBERT,truncation,long_answer,136,136,0.906,
Dynamic_Programming-e-016,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.9076,
Dynamic_Programming-e-016,dynamic_programming,SciBERT,truncation,long_answer,131,131,0.906,
Dynamic_Programming-e-017,dynamic_programming,SciBERT,truncation,short_answer,13,13,0.9152,
Dynamic_Programming-e-017,dynamic_programming,SciBERT,truncation,long_answer,192,192,0.8863,
Dynamic_Programming-e-018,dynamic_programming,SciBERT,truncation,short_answer,10,10,0.8517,
Dynamic_Programming-e-018,dynamic_programming,SciBERT,truncation,long_answer,175,175,0.9325,
Dynamic_Programming-e-019,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.8192,
Dynamic_Programming-e-019,dynamic_programming,SciBERT,truncation,long_answer,141,141,0.866,
Dynamic_Programming-e-020,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8727,
Dynamic_Programming-e-020,dynamic_programming,SciBERT,truncation,long_answer,160,160,0.897,
Dynamic_Programming-e-001,dynamic_programming,SciBERT,truncation,short_answer,10,10,0.9063,
Dynamic_Programming-e-001,dynamic_programming,SciBERT,truncation,long_answer,217,217,0.9068,
Dynamic_Programming-e-002,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8659,
Dynamic_Programming-e-002,dynamic_programming,SciBERT,truncation,long_answer,187,187,0.8961,
Dynamic_Programming-e-003,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8784,
Dynamic_Programming-e-003,dynamic_programming,SciBERT,truncation,long_answer,177,177,0.9058,
Dynamic_Programming-e-004,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.9049,
Dynamic_Programming-e-004,dynamic_programming,SciBERT,truncation,long_answer,158,158,0.9207,
Dynamic_Programming-e-009,dynamic_programming,SciBERT,truncation,short_answer,8,8,0.8912,
Dynamic_Programming-e-009,dynamic_programming,SciBERT,truncation,long_answer,179,179,0.9052,
Dynamic_Programming-e-010,dynamic_programming,SciBERT,truncation,short_answer,8,8,0.8316,
Dynamic_Programming-e-010,dynamic_programming,SciBERT,truncation,long_answer,137,137,0.907,
Dynamic_Programming-e-011,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.8993,
Dynamic_Programming-e-011,dynamic_programming,SciBERT,truncation,long_answer,146,146,0.9328,
Dynamic_Programming-e-012,dynamic_programming,SciBERT,truncation,short_answer,7,7,0.8683,
Dynamic_Programming-e-012,dynamic_programming,SciBERT,truncation,long_answer,122,122,0.9243,
Dynamic_Programming-e-013,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.795,
Dynamic_Programming-e-013,dynamic_programming,SciBERT,truncation,long_answer,181,181,0.9149,
Dynamic_Programming-e-014,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8613,
Dynamic_Programming-e-014,dynamic_programming,SciBERT,truncation,long_answer,147,147,0.9048,
Dynamic_Programming-e-015,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8893,
Dynamic_Programming-e-015,dynamic_programming,SciBERT,truncation,long_answer,136,136,0.906,
Dynamic_Programming-e-016,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.9076,
Dynamic_Programming-e-016,dynamic_programming,SciBERT,truncation,long_answer,131,131,0.906,
Dynamic_Programming-e-017,dynamic_programming,SciBERT,truncation,short_answer,13,13,0.9152,
Dynamic_Programming-e-017,dynamic_programming,SciBERT,truncation,long_answer,192,192,0.8863,
Dynamic_Programming-e-018,dynamic_programming,SciBERT,truncation,short_answer,10,10,0.8517,
Dynamic_Programming-e-018,dynamic_programming,SciBERT,truncation,long_answer,175,175,0.9325,
Dynamic_Programming-e-019,dynamic_programming,SciBERT,truncation,short_answer,11,11,0.8192,
Dynamic_Programming-e-019,dynamic_programming,SciBERT,truncation,long_answer,141,141,0.866,
Dynamic_Programming-e-020,dynamic_programming,SciBERT,truncation,short_answer,9,9,0.8727,
Dynamic_Programming-e-020,dynamic_programming,SciBERT,truncation,long_answer,160,160,0.897,
Graphs-e-001,graphs,SciBERT,truncation,short_answer,8,8,0.8886,
Graphs-e-001,graphs,SciBERT,truncation,long_answer,230,230,0.9134,
Graphs-e-002,graphs,SciBERT,truncation,short_answer,9,9,0.8831,
Graphs-e-002,graphs,SciBERT,truncation,long_answer,213,213,0.9147,
Graphs-e-003,graphs,SciBERT,truncation,short_answer,9,9,0.8662,
Graphs-e-003,graphs,SciBERT,truncation,long_answer,176,176,0.9099,
Graphs-e-004,graphs,SciBERT,truncation,short_answer,5,5,0.8822,
Graphs-e-004,graphs,SciBERT,truncation,long_answer,167,167,0.8979,
Graphs-e-005,graphs,SciBERT,truncation,short_answer,6,6,0.7656,
Graphs-e-005,graphs,SciBERT,truncation,long_answer,195,195,0.8765,
Graphs-e-006,graphs,SciBERT,truncation,short_answer,7,7,0.8613,
Graphs-e-006,graphs,SciBERT,truncation,long_answer,151,151,0.9381,
Graphs-e-007,graphs,SciBERT,truncation,short_answer,8,8,0.8746,
Graphs-e-007,graphs,SciBERT,truncation,long_answer,157,157,0.9386,
Graphs-e-008,graphs,SciBERT,truncation,short_answer,8,8,0.915,
Graphs-e-008,graphs,SciBERT,truncation,long_answer,160,160,0.9169,
Graphs-e-009,graphs,SciBERT,truncation,short_answer,9,9,0.8859,
Graphs-e-009,graphs,SciBERT,truncation,long_answer,160,160,0.946,
Graphs-e-010,graphs,SciBERT,truncation,short_answer,7,7,0.869,
Graphs-e-010,graphs,SciBERT,truncation,long_answer,147,147,0.9197,
Graphs-e-011,graphs,SciBERT,truncation,short_answer,8,8,0.9004,
Graphs-e-011,graphs,SciBERT,truncation,long_answer,134,134,0.9427,
Graphs-e-012,graphs,SciBERT,truncation,short_answer,7,7,0.895,
Graphs-e-012,graphs,SciBERT,truncation,long_answer,123,123,0.9217,
Graphs-e-013,graphs,SciBERT,truncation,short_answer,6,6,0.8307,
Graphs-e-013,graphs,SciBERT,truncation,long_answer,164,164,0.9044,
Graphs-e-014,graphs,SciBERT,truncation,short_answer,8,8,0.8551,
Graphs-e-014,graphs,SciBERT,truncation,long_answer,122,122,0.9499,
Graphs-e-015,graphs,SciBERT,truncation,short_answer,6,6,0.8574,
Graphs-e-015,graphs,SciBERT,truncation,long_answer,130,130,0.9241,
Graphs-e-016,graphs,SciBERT,truncation,short_answer,7,7,0.8401,
Graphs-e-016,graphs,SciBERT,truncation,long_answer,114,114,0.9113,
Graphs-e-017,graphs,SciBERT,truncation,short_answer,8,8,0.8861,
Graphs-e-017,graphs,SciBERT,truncation,long_answer,120,120,0.9576,
Graphs-e-018,graphs,SciBERT,truncation,short_answer,6,6,0.8391,
Graphs-e-018,graphs,SciBERT,truncation,long_answer,111,111,0.9491,
Graphs-e-019,graphs,SciBERT,truncation,short_answer,8,8,0.8641,
Graphs-e-019,graphs,SciBERT,truncation,long_answer,99,99,0.9275,
Graphs-e-020,graphs,SciBERT,truncation,short_answer,8,8,0.8893,
Graphs-e-020,graphs,SciBERT,truncation,long_answer,100,100,0.9205,
Graphs-e-001,graphs,SciBERT,truncation,short_answer,8,8,0.8886,
Graphs-e-001,graphs,SciBERT,truncation,long_answer,230,230,0.9134,
Graphs-e-002,graphs,SciBERT,truncation,short_answer,9,9,0.8831,
Graphs-e-002,graphs,SciBERT,truncation,long_answer,213,213,0.9147,
Graphs-e-003,graphs,SciBERT,truncation,short_answer,9,9,0.8662,
Graphs-e-003,graphs,SciBERT,truncation,long_answer,176,176,0.9099,
Graphs-e-004,graphs,SciBERT,truncation,short_answer,5,5,0.8822,
Graphs-e-004,graphs,SciBERT,truncation,long_answer,167,167,0.8979,
Graphs-e-005,graphs,SciBERT,truncation,short_answer,6,6,0.7656,
Graphs-e-005,graphs,SciBERT,truncation,long_answer,195,195,0.8765,
Graphs-e-006,graphs,SciBERT,truncation,short_answer,7,7,0.8613,
Graphs-e-006,graphs,SciBERT,truncation,long_answer,151,151,0.9381,
Graphs-e-007,graphs,SciBERT,truncation,short_answer,8,8,0.8746,
Graphs-e-007,graphs,SciBERT,truncation,long_answer,157,157,0.9386,
Graphs-e-008,graphs,SciBERT,truncation,short_answer,8,8,0.915,
Graphs-e-008,graphs,SciBERT,truncation,long_answer,160,160,0.9169,
Graphs-e-009,graphs,SciBERT,truncation,short_answer,9,9,0.8859,
Graphs-e-009,graphs,SciBERT,truncation,long_answer,160,160,0.946,
Graphs-e-010,graphs,SciBERT,truncation,short_answer,7,7,0.869,
Graphs-e-010,graphs,SciBERT,truncation,long_answer,147,147,0.9197,
Graphs-e-011,graphs,SciBERT,truncation,short_answer,8,8,0.9004,
Graphs-e-011,graphs,SciBERT,truncation,long_answer,134,134,0.9427,
Graphs-e-012,graphs,SciBERT,truncation,short_answer,7,7,0.895,
Graphs-e-012,graphs,SciBERT,truncation,long_answer,123,123,0.9217,
Graphs-e-013,graphs,SciBERT,truncation,short_answer,6,6,0.8307,
Graphs-e-013,graphs,SciBERT,truncation,long_answer,164,164,0.9044,
Graphs-e-014,graphs,SciBERT,truncation,short_answer,8,8,0.8551,
Graphs-e-014,graphs,SciBERT,truncation,long_answer,122,122,0.9499,
Graphs-e-015,graphs,SciBERT,truncation,short_answer,6,6,0.8574,
Graphs-e-015,graphs,SciBERT,truncation,long_answer,130,130,0.9241,
Graphs-e-016,graphs,SciBERT,truncation,short_answer,7,7,0.8401,
Graphs-e-016,graphs,SciBERT,truncation,long_answer,114,114,0.9113,
Graphs-e-017,graphs,SciBERT,truncation,short_answer,8,8,0.8861,
Graphs-e-017,graphs,SciBERT,truncation,long_answer,120,120,0.9576,
Graphs-e-018,graphs,SciBERT,truncation,short_answer,6,6,0.8391,
Graphs-e-018,graphs,SciBERT,truncation,long_answer,111,111,0.9491,
Graphs-e-019,graphs,SciBERT,truncation,short_answer,8,8,0.8641,
Graphs-e-019,graphs,SciBERT,truncation,long_answer,99,99,0.9275,
Graphs-e-020,graphs,SciBERT,truncation,short_answer,8,8,0.8893,
Graphs-e-020,graphs,SciBERT,truncation,long_answer,100,100,0.9205,
Graphs-e-001,graphs,SciBERT,truncation,short_answer,8,8,0.8886,
Graphs-e-001,graphs,SciBERT,truncation,long_answer,230,230,0.9134,
Graphs-e-002,graphs,SciBERT,truncation,short_answer,9,9,0.8831,
Graphs-e-002,graphs,SciBERT,truncation,long_answer,213,213,0.9147,
Graphs-e-003,graphs,SciBERT,truncation,short_answer,9,9,0.8662,
Graphs-e-003,graphs,SciBERT,truncation,long_answer,176,176,0.9099,
Graphs-e-004,graphs,SciBERT,truncation,short_answer,5,5,0.8822,
Graphs-e-004,graphs,SciBERT,truncation,long_answer,167,167,0.8979,
Graphs-e-005,graphs,SciBERT,truncation,short_answer,6,6,0.7656,
Graphs-e-005,graphs,SciBERT,truncation,long_answer,195,195,0.8765,
Graphs-e-006,graphs,SciBERT,truncation,short_answer,7,7,0.8613,
Graphs-e-006,graphs,SciBERT,truncation,long_answer,151,151,0.9381,
Graphs-e-007,graphs,SciBERT,truncation,short_answer,8,8,0.8746,
Graphs-e-007,graphs,SciBERT,truncation,long_answer,157,157,0.9386,
Graphs-e-008,graphs,SciBERT,truncation,short_answer,8,8,0.915,
Graphs-e-008,graphs,SciBERT,truncation,long_answer,160,160,0.9169,
Graphs-e-009,graphs,SciBERT,truncation,short_answer,9,9,0.8859,
Graphs-e-009,graphs,SciBERT,truncation,long_answer,160,160,0.946,
Graphs-e-010,graphs,SciBERT,truncation,short_answer,7,7,0.869,
Graphs-e-010,graphs,SciBERT,truncation,long_answer,147,147,0.9197,
Graphs-e-011,graphs,SciBERT,truncation,short_answer,8,8,0.9004,
Graphs-e-011,graphs,SciBERT,truncation,long_answer,134,134,0.9427,
Graphs-e-012,graphs,SciBERT,truncation,short_answer,7,7,0.895,
Graphs-e-012,graphs,SciBERT,truncation,long_answer,123,123,0.9217,
Graphs-e-013,graphs,SciBERT,truncation,short_answer,6,6,0.8307,
Graphs-e-013,graphs,SciBERT,truncation,long_answer,164,164,0.9044,
Graphs-e-014,graphs,SciBERT,truncation,short_answer,8,8,0.8551,
Graphs-e-014,graphs,SciBERT,truncation,long_answer,122,122,0.9499,
Graphs-e-015,graphs,SciBERT,truncation,short_answer,6,6,0.8574,
Graphs-e-015,graphs,SciBERT,truncation,long_answer,130,130,0.9241,
Graphs-e-016,graphs,SciBERT,truncation,short_answer,7,7,0.8401,
Graphs-e-016,graphs,SciBERT,truncation,long_answer,114,114,0.9113,
Graphs-e-017,graphs,SciBERT,truncation,short_answer,8,8,0.8861,
Graphs-e-017,graphs,SciBERT,truncation,long_answer,120,120,0.9576,
Graphs-e-018,graphs,SciBERT,truncation,short_answer,6,6,0.8391,
Graphs-e-018,graphs,SciBERT,truncation,long_answer,111,111,0.9491,
Graphs-e-019,graphs,SciBERT,truncation,short_answer,8,8,0.8641,
Graphs-e-019,graphs,SciBERT,truncation,long_answer,99,99,0.9275,
Graphs-e-020,graphs,SciBERT,truncation,short_answer,8,8,0.8893,
Graphs-e-020,graphs,SciBERT,truncation,long_answer,100,100,0.9205,
greedy_algorithm-e-001,greedy_algorithm,SciBERT,truncation,short_answer,9,9,0.8818,
greedy_algorithm-e-001,greedy_algorithm,SciBERT,truncation,long_answer,219,219,0.8727,
greedy_algorithm-e-002,greedy_algorithm,SciBERT,truncation,short_answer,8,8,0.8507,
greedy_algorithm-e-002,greedy_algorithm,SciBERT,truncation,long_answer,162,162,0.892,
greedy_algorithm-e-003,greedy_algorithm,SciBERT,truncation,short_answer,8,8,0.8739,
greedy_algorithm-e-003,greedy_algorithm,SciBERT,truncation,long_answer,161,161,0.9097,
greedy_algorithm-e-004,greedy_algorithm,SciBERT,truncation,short_answer,6,6,0.8443,
greedy_algorithm-e-004,greedy_algorithm,SciBERT,truncation,long_answer,138,138,0.8751,
greedy_algorithm-e-005,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.8902,
greedy_algorithm-e-005,greedy_algorithm,SciBERT,truncation,long_answer,153,153,0.8864,
greedy_algorithm-e-006,greedy_algorithm,SciBERT,truncation,short_answer,6,6,0.893,
greedy_algorithm-e-006,greedy_algorithm,SciBERT,truncation,long_answer,132,132,0.9044,
greedy_algorithm-e-007,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.8502,
greedy_algorithm-e-007,greedy_algorithm,SciBERT,truncation,long_answer,130,130,0.8978,
greedy_algorithm-e-008,greedy_algorithm,SciBERT,truncation,short_answer,9,9,0.8418,
greedy_algorithm-e-008,greedy_algorithm,SciBERT,truncation,long_answer,109,109,0.9106,
greedy_algorithm-e-009,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.7982,
greedy_algorithm-e-009,greedy_algorithm,SciBERT,truncation,long_answer,152,152,0.8913,
greedy_algorithm-e-010,greedy_algorithm,SciBERT,truncation,short_answer,9,9,0.8687,
greedy_algorithm-e-010,greedy_algorithm,SciBERT,truncation,long_answer,130,130,0.884,
greedy_algorithm-e-011,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.8357,
greedy_algorithm-e-011,greedy_algorithm,SciBERT,truncation,long_answer,135,135,0.88,
greedy_algorithm-e-012,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.7891,
greedy_algorithm-e-012,greedy_algorithm,SciBERT,truncation,long_answer,119,119,0.8919,
greedy_algorithm-e-013,greedy_algorithm,SciBERT,truncation,short_answer,8,8,0.9316,
greedy_algorithm-e-013,greedy_algorithm,SciBERT,truncation,long_answer,196,196,0.8858,
greedy_algorithm-e-014,greedy_algorithm,SciBERT,truncation,short_answer,8,8,0.834,
greedy_algorithm-e-014,greedy_algorithm,SciBERT,truncation,long_answer,153,153,0.8623,
greedy_algorithm-e-015,greedy_algorithm,SciBERT,truncation,short_answer,8,8,0.8703,
greedy_algorithm-e-015,greedy_algorithm,SciBERT,truncation,long_answer,148,148,0.8863,
greedy_algorithm-e-016,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.8179,
greedy_algorithm-e-016,greedy_algorithm,SciBERT,truncation,long_answer,146,146,0.8613,
greedy_algorithm-e-017,greedy_algorithm,SciBERT,truncation,short_answer,9,9,0.8118,
greedy_algorithm-e-017,greedy_algorithm,SciBERT,truncation,long_answer,171,171,0.8601,
greedy_algorithm-e-018,greedy_algorithm,SciBERT,truncation,short_answer,10,10,0.9019,
greedy_algorithm-e-018,greedy_algorithm,SciBERT,truncation,long_answer,134,134,0.9111,
greedy_algorithm-e-019,greedy_algorithm,SciBERT,truncation,short_answer,9,9,0.8534,
greedy_algorithm-e-019,greedy_algorithm,SciBERT,truncation,long_answer,140,140,0.8923,
greedy_algorithm-e-020,greedy_algorithm,SciBERT,truncation,short_answer,6,6,0.794,
greedy_algorithm-e-020,greedy_algorithm,SciBERT,truncation,long_answer,129,129,0.8898,
greedy_algorithm-e-001,greedy_algorithm,SciBERT,truncation,short_answer,9,9,0.8818,
greedy_algorithm-e-001,greedy_algorithm,SciBERT,truncation,long_answer,219,219,0.8727,
greedy_algorithm-e-002,greedy_algorithm,SciBERT,truncation,short_answer,8,8,0.8507,
greedy_algorithm-e-002,greedy_algorithm,SciBERT,truncation,long_answer,162,162,0.892,
greedy_algorithm-e-003,greedy_algorithm,SciBERT,truncation,short_answer,8,8,0.8739,
greedy_algorithm-e-003,greedy_algorithm,SciBERT,truncation,long_answer,161,161,0.9097,
greedy_algorithm-e-004,greedy_algorithm,SciBERT,truncation,short_answer,6,6,0.8443,
greedy_algorithm-e-004,greedy_algorithm,SciBERT,truncation,long_answer,138,138,0.8751,
greedy_algorithm-e-005,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.8902,
greedy_algorithm-e-005,greedy_algorithm,SciBERT,truncation,long_answer,153,153,0.8864,
greedy_algorithm-e-006,greedy_algorithm,SciBERT,truncation,short_answer,6,6,0.893,
greedy_algorithm-e-006,greedy_algorithm,SciBERT,truncation,long_answer,132,132,0.9044,
greedy_algorithm-e-007,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.8502,
greedy_algorithm-e-007,greedy_algorithm,SciBERT,truncation,long_answer,130,130,0.8978,
greedy_algorithm-e-008,greedy_algorithm,SciBERT,truncation,short_answer,9,9,0.8418,
greedy_algorithm-e-008,greedy_algorithm,SciBERT,truncation,long_answer,109,109,0.9106,
greedy_algorithm-e-009,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.7982,
greedy_algorithm-e-009,greedy_algorithm,SciBERT,truncation,long_answer,152,152,0.8913,
greedy_algorithm-e-010,greedy_algorithm,SciBERT,truncation,short_answer,9,9,0.8687,
greedy_algorithm-e-010,greedy_algorithm,SciBERT,truncation,long_answer,130,130,0.884,
greedy_algorithm-e-011,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.8357,
greedy_algorithm-e-011,greedy_algorithm,SciBERT,truncation,long_answer,135,135,0.88,
greedy_algorithm-e-012,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.7891,
greedy_algorithm-e-012,greedy_algorithm,SciBERT,truncation,long_answer,119,119,0.8919,
greedy_algorithm-e-013,greedy_algorithm,SciBERT,truncation,short_answer,8,8,0.9316,
greedy_algorithm-e-013,greedy_algorithm,SciBERT,truncation,long_answer,196,196,0.8858,
greedy_algorithm-e-014,greedy_algorithm,SciBERT,truncation,short_answer,8,8,0.834,
greedy_algorithm-e-014,greedy_algorithm,SciBERT,truncation,long_answer,153,153,0.8623,
greedy_algorithm-e-015,greedy_algorithm,SciBERT,truncation,short_answer,8,8,0.8703,
greedy_algorithm-e-015,greedy_algorithm,SciBERT,truncation,long_answer,148,148,0.8863,
greedy_algorithm-e-016,greedy_algorithm,SciBERT,truncation,short_answer,7,7,0.8179,
greedy_algorithm-e-016,greedy_algorithm,SciBERT,truncation,long_answer,146,146,0.8613,
greedy_algorithm-e-017,greedy_algorithm,SciBERT,truncation,short_answer,9,9,0.8118,
greedy_algorithm-e-017,greedy_algorithm,SciBERT,truncation,long_answer,171,171,0.8601,
greedy_algorithm-e-018,greedy_algorithm,SciBERT,truncation,short_answer,10,10,0.9019,
greedy_algorithm-e-018,greedy_algorithm,SciBERT,truncation,long_answer,134,134,0.9111,
greedy_algorithm-e-019,greedy_algorithm,SciBERT,truncation,short_answer,9,9,0.8534,
greedy_algorithm-e-019,greedy_algorithm,SciBERT,truncation,long_answer,140,140,0.8923,
greedy_algorithm-e-020,greedy_algorithm,SciBERT,truncation,short_answer,6,6,0.794,
greedy_algorithm-e-020,greedy_algorithm,SciBERT,truncation,long_answer,129,129,0.8898,
greedy_algorithm-e-001,greedy_algorithm,SciBERT,truncation,short_answer,9,9,0.8818,
greedy_algorithm-e-001,greedy_algorithm,SciBERT,truncation,long_answer,219,219,0.8727,
greedy_algorithm-e-002,greedy_algorithm,SciBERT,truncation,short_answer,8,8,0.8507,
greedy_algorithm-e-002,greedy_algorithm,SciBERT,truncation,long_answer,162,162,0.892,
